ID,question,question_En,explanation,explanation_En,hint,hint_En,first_option,second_option,third_option,fourth_option,first_option_En,second_option_En,third_option_En,fourth_option_En,answer_index,hint_option,targets,category,question_class,sub_category,wiki_link
35,کدام ترجمه بوستان سعدی به حفظ وزن اصلی اثر پایبند بوده است؟,Which translation of Saadi's Bustan has adhered to the original meter of the work?,ترجمه کردی عبدالسلام مدرسی به حفظ وزن اصلی بوستان سعدی انجام شده است,The Kurdish translation by Abdulsalam Modarresi has been done while preserving the original meter of Saadi's Bustan,بوستان سعدی اثر شاعر بزرگ ایرانی سعدی شیرازی برای نخستین بار در ۱۳۰ سال پیش و برای دومین بار و به‌طور کامل در روزهای اخیر توسط بنگاه انتشاراتی والشتاین در ۴۷۲ صفحه به زبان آلمانی منتشر شده است,"Saadi's Bustan, the work of the great Iranian poet Saadi Shirazi, was first translated 130 years ago and for the second time, completely in recent days, by the Wallstein publishing house in 472 pages in German",ترکی,فرانسوی,آلمانی,کردی,Turkish,French,German,Kurdish,4,3,about an option other than the answer,Arts_and_Literature,Other_proper_and_common_noun,Books,https://fa.wikipedia.org/wiki/بوستان_سعدی
36,چند سال قبل اولین ترجمه آلمانی بوستان سعدی منتشر شد؟,How many years ago was the first German translation of Saadi's Bustan published?,اولین ترجمه آلمانی کتاب بوستان سعدی 130 سال پیش منتشر شد,The first German translation of Saadi's Bustan was published 130 years ago,گارسن دوتاسی، یک محقق فرانسوی، نخستین کسی بود که در سال ۱۸۵۹ میلادی بوستان سعدی را به طور کامل به زبان فرانسه ترجمه کرد,"Garcin de Tassy, a French researcher, was the first person who completely translated Saadi's Bustan into French in 1859",127,130,152,166,127,130,152,166,2,4,about an option other than the answer,Arts_and_Literature,Date_Time,Books,https://fa.wikipedia.org/wiki/بوستان_سعدی
37,بوستان سعدی به کدام گویش کردی ترجمه شده است؟,Saadi's Bustan has been translated into which Kurdish dialect?,بوستان سعدی به گویش سورانی کردی ترجمه شده است,Saadi's Bustan has been translated into the Sorani Kurdish dialect,کرمانجی رایج‌ترین گویش کردی در ایران است,Kurmanji is the most common Kurdish dialect in Iran,کرمانجی,سورانی,کلهری,هورامی,Kurmanji,Sorani,Kalhor,Hawrami,2,1,about an option other than the answer,Arts_and_Literature,Other_proper_and_common_noun,Books,https://fa.wikipedia.org/wiki/بوستان_سعدی
38,کدام نسخه قدیمی‌ترین دست‌نویس موجود شاهنامه فردوسی است؟,Which manuscript is the oldest existing handwritten copy of Ferdowsi's Shahnameh?,کهن‌ترین شاهنامه دست‌نویس موجود در جهان، نسخهٔ فلورانس مربوط به سال ۶۱۴ هجری قمری است.,"The oldest existing handwritten Shahnameh in the world is the Florence manuscript, dating back to 614 AH (Hijri lunar calendar).",نسخه لندن با قدمت ۶۷۵ هجری قمری یک نسخه کامل دست نویس از شاهنامه فردوسی است.,"The London manuscript, dating back to 675 AH (Hijri lunar calendar), is a complete handwritten copy of Ferdowsi's Shahnameh.",فلورانس,لندن,استانبول,قاهره,Florence,London,Istanbul,Cairo,1,2,about an option other than the answer,Arts_and_Literature,Location,Books,https://fa.wikipedia.org/wiki/شاهنامه
39,چند بیت در ویرایش خالقی مطلق از شاهنامه فردوسی وجود دارد؟,How many verses are there in Khaleghi Motlagh's edition of Ferdowsi's Shahnameh?,شاهنامهٔ ویرایشی استاد محمد خالقی مطلق دارای ۴۹٬۵۳۰ بیت است.,"Professor Mohammad Khaleghi Motlagh's edited Shahnameh contains 49,530 verses.",یکی از کهن‌ترین دست‌نویس‌های کامل شاهنامه فردوسی، شاهنامهٔ لندن (مورخ ۶۷۵ هجری قمری) ۴۹٬۶۱۸ بیت دارد,"One of the oldest complete manuscripts of Ferdowsi's Shahnameh, the London Shahnameh (dated 675 Hijri Qamari), contains 49,618 verses","49,530","49,618","60,000","40,000","49,530","49,618","60,000","40,000",1,2,about an option other than the answer,Arts_and_Literature,Number,Books,https://fa.wikipedia.org/wiki/شاهنامه
40,نخستین چاپ دیوان حافظ در کدام شهر ایران انجام شد؟,Where was the first printing of Hafez's Divan done?,اولین چاپ دیوان خواجه شمس‌الدین محمد حافظ شیرازی در سال 1206 هجری قمری در شهر کلکته انجام شد.,The first printing of Khajeh Shams al-Din Mohammad Hafez Shirazi's Divan was done in 1206 Hijri Qamari in the city of Calcutta.,خواجه حافظ شیرازی اهل شهر شیراز در استان فارس، متولد شیراز، و در همان شهر دفن شده است,"Khajeh Hafez Shirazi was from the city of Shiraz in Fars province, born in Shiraz, and buried in the same city",تهران,شیراز,اصفهان,کلکته,Tehran,Shiraz,Isfahan,Calcutta,4,2,about an option other than the answer,Arts_and_Literature,Location,Books,https://fa.wikipedia.org/wiki/دیوان_حافظ
41,چند غزل در ویرایش دوم خانلری از دیوان حافظ وجود دارد؟,How many ghazals are there in Khanlari's second edition of Hafez's Divan?,در ویرایش دوم خانلری از دیوان حافظ 486 غزل وجود دارد.,"In Khanlari's second edition of Hafez's Divan, there are 486 ghazals.",۴۸۴ غزل در ویرایش سایه از دیوان حافظ وجود دارد,There are 484 ghazals in Sayeh's edition of Hafez's Divan,484,486,495,500,484,486,495,500,2,1,about an option other than the answer,Arts_and_Literature,Number,Books,https://fa.wikipedia.org/wiki/دیوان_حافظ
42,گلستان سعدی به چه کسی تقدیم شد؟,To whom was Saadi's Golestan dedicated?,سعدی کتاب گلستان را به سعدبن ابوبکر زنگی، ولیعهد جوان فارس در ایران تقدیم کرد,"Saadi dedicated the book Golestan to Saad bin Abubakr Zangi, the young crown prince of Fars in Iran",اکبر شاه از پادشاهان مهم امپراتوری گورکانی هند بود که نسخه‌ای از کلیات سعدی برایش تهیه شد,"Akbar Shah was an important king of the Gurkani Empire of India, for whom a copy of Saadi's complete works was prepared",شاه شجاع,سعدبن ابوبکر زنگی,اتابک سعد,اکبر شاه,Shah Shoja,Saad bin Abubakr Zangi,Atabak Saad,Akbar Shah,2,4,about an option other than the answer,Arts_and_Literature,Person,Books,https://fa.wikipedia.org/wiki/گلستان_سعدی
43,اولین تصحیح گلستان سعدی توسط چه کسی در ایران انجام شد؟,Who was the first person to edit Saadi's Golestan in Iran?,اولین تصحیح گلستان سعدی در سال 1310 در ایران توسط عبدالعظیم قریب انجام شد,The first edition of Saadi's Golestan in Iran was done by Abdolazim Gharib in 1310,اولین نسخه تصحیح‌شده کلیات سعدی در سال ۱۳۱۶ در ایران توسط محمدعلی فروغی منتشر گردید,The first edited version of Saadi's complete works was published in Iran by Mohammad Ali Foroughi in 1316,محمدعلی فروغی,عبدالعظیم قریب,سعید نفیسی,غلامحسین یوسفی,Mohammad Ali Foroughi,Abdolazim Gharib,Saeed Nafisi,Gholamhossein Yousefi,2,1,about an option other than the answer,Arts_and_Literature,Person,Books,https://fa.wikipedia.org/wiki/گلستان_سعدی
44,معتبرترین نسخه تصحیح شده گلستان سعدی متعلق به کیست؟,Who is the most reliable corrected version of Saadi's Golestan attributed to?,معتبرترین نسخه گلستان سعدی به تصحیح غلامحسین یوسفی است.,The most reliable version of Saadi's Golestan is corrected by Gholamhossein Yousefi.,اولین نسخه تصحیح‌شده کلیات سعدی در سال ۱۳۱۶ در ایران توسط محمدعلی فروغی منتشر گردید.,The first corrected version of Saadi's complete works was published in Iran in 1316 by Mohammad Ali Foroughi.,محمدعلی فروغی,عبدالعظیم قریب,سعید نفیسی,غلامحسین یوسفی,Mohammad Ali Foroughi,Abdolazim Gharib,Saeed Nafisi,Gholamhossein Yousefi,4,1,about an option other than the answer,Arts_and_Literature,Person,Books,https://fa.wikipedia.org/wiki/گلستان_سعدی
45,نخستین ترجمه کامل گلستان سعدی به انگلیسی توسط چه کسی انجام شد؟,Who was the first to complete a full translation of Saadi's Golestan into English?,نخستین ترجمه کامل گلستان سعدی به انگلیسی توسط سر ریچارد فرانسیس برتون در سال 1888 میلادی انجام شد,The first complete translation of Saadi's Golestan into English was done by Sir Richard Francis Burton in 1888,ترجمه‌های آزادی از بخش‌هایی از گلستان سعدی به انگلیسی به قلمِ استفان سولیوان در سال ۱۷۷۴ میلادی انجام شد,Free translations of parts of Saadi's Golestan into English were done by Stephen Sullivan in 1774,جیمز راس,استفن سولیوان,ریچارد برتون,رالف امرسون,James Ross,Stephen Sullivan,Richard Burton,Ralph Emerson,3,2,about an option other than the answer,Arts_and_Literature,Person,Books,https://fa.wikipedia.org/wiki/گلستان_سعدی
46,مدت زمان بین نگارش بوستان و گلستان سعدی چقدر بود؟,How long was the time between the writing of Saadi's Bustan and Golestan?,سعدی شاعر بزرگ ایرانی نگارش کتاب گلستان را کمتر از یک سال بعد از تدوین بوستان، در اول اردیبهشت سال ۶۵۶ هجری قمری در ایران شروع کرد,"Saadi, the great Iranian poet, began writing the book Golestan less than a year after compiling Bustan, on the first of Ordibehesht in the year 656 Hijri Qamari in Iran",کتاب گلستان سعدی در حدود شش ماه در شهر شیراز نوشته شد,Saadi's Golestan book was written in about six months in the city of Shiraz,کمتر از شش ماه,کمتر از یک سال,بیش از دو سال,دقیقا سه سال,Less than six months,Less than a year,More than two years,Exactly three years,2,1,about an option other than the answer,Arts_and_Literature,Date_Time,Books,https://fa.wikipedia.org/wiki/گلستان_سعدی
47,محمدعلی جمال‌زاده در کدام شهر درگذشت؟,In which city did Mohammad Ali Jamalzadeh pass away?,محمدعلی جمال‌زاده در شهر ژنو سوئیس درگذشت.,"Mohammad Ali Jamalzadeh passed away in Geneva, Switzerland.",محمدعلی جمال‌زاده به همراه خانواده در سال ۱۳۲۱ هجری قمری به تهران مهاجرت کرد.,Mohammad Ali Jamalzadeh migrated to Tehran with his family in 1321 Hijri Qamari.,پاریس,اصفهان,تهران,ژنو,Paris,Isfahan,Tehran,Geneva,4,3,about an option other than the answer,Arts_and_Literature,Location,Writers,https://fa.wikipedia.org/wiki/محمدعلی_جمال‌زاده
48,اولین همسر محمدعلی جمالزاده اهل کدام کشور بود؟,Which country was Mohammad Ali Jamalzadeh's first wife from?,ژوزفین دانشجوی سوئیسی اولین همسر محمدعلی جمالزاده بود.,"Josephine, a Swiss student, was Mohammad Ali Jamalzadeh's first wife.",محمدعلی جمالزاده در سال ۱۹۳۱ در دوران اقامتش در شهر ژنو سوئیس با یک دانشجوی آلمانی به نام مارگرت اگرت ازدواج کرد,"Mohammad Ali Jamalzadeh married a German student named Margaret Egert in 1931 during his stay in Geneva, Switzerland",آلمان,فرانسه,سوئیس,اتریش,Germany,France,Switzerland,Austria,3,1,about an option other than the answer,Arts_and_Literature,Location,Writers,https://fa.wikipedia.org/wiki/محمدعلی_جمال‌زاده
